,displayName,period_type,segmentCategory,segmentName,startDate,unitType,value
634,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Outlet,1/1/16,currency,630493000
635,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Outlet,3/1/17,currency,542700000
636,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Hometown and Hardware,3/1/17,currency,1177222000
637,Dollar Tree,fiscal_year,Business Segment,Dollar Tree,1/1/14,currency,8602200000
638,Dollar Tree,fiscal_year,Business Segment,Dollar Tree,1/1/15,currency,9336400000
639,Dollar Tree,fiscal_year,Business Segment,Family Dollar,1/1/15,currency,6162000000
640,Dollar Tree,fiscal_year,Business Segment,Dollar Tree,1/1/16,currency,10138700000
641,Dollar Tree,fiscal_year,Business Segment,Family Dollar,1/1/16,currency,10580500000
642,Dollar Tree,fiscal_year,Business Segment,Dollar Tree,3/1/17,currency,11164400000
643,Dollar Tree,fiscal_year,Business Segment,Family Dollar,3/1/17,currency,11081100000
644,Boohoo,fiscal_year,Geographic Segment,Rest of world,3/1/16,currency,37484000
645,Boohoo,fiscal_year,Geographic Segment,USA,3/1/16,currency,40435000
646,Boohoo,fiscal_year,Geographic Segment,Rest of Europe,3/1/16,currency,34735000
647,Boohoo,fiscal_year,Geographic Segment,UK,3/1/16,currency,181981000
648,Boohoo,fiscal_year,Business Segment,PLT,3/1/16,currency,11257000
649,Boohoo,fiscal_year,Business Segment,boohoo,3/1/16,currency,283378000
650,Boohoo,fiscal_year,Geographic Segment,UK,3/1/17,currency,355614000
651,Boohoo,fiscal_year,Geographic Segment,Rest of Europe,3/1/17,currency,66281000
652,Boohoo,fiscal_year,Geographic Segment,USA,3/1/17,currency,92690000
653,Boohoo,fiscal_year,Geographic Segment,Rest of world,3/1/17,currency,65215000
654,Boohoo,fiscal_year,Business Segment,boohoo,3/1/17,currency,374115000
655,Boohoo,fiscal_year,Business Segment,PLT,3/1/17,currency,181269000
656,Boohoo,fiscal_year,Business Segment,Nasty Gal,3/1/17,currency,24416000
657,Boohoo,fiscal_year,Geographic Segment,Rest of world,3/1/18,currency,87335000
658,Boohoo,fiscal_year,Geographic Segment,USA,3/1/18,currency,166262000
659,Boohoo,fiscal_year,Business Segment,Nasty Gal,3/1/18,currency,47910000
660,Boohoo,fiscal_year,Geographic Segment,UK,3/1/18,currency,488199000
661,Boohoo,fiscal_year,Business Segment,PLT,3/1/18,currency,374445000
662,Boohoo,fiscal_year,Business Segment,boohoo,3/1/18,currency,434565000
663,Kingfisher,fiscal_year,Geographic Segment,UK & Ireland,2/1/16,currency,4979000000
664,Kingfisher,fiscal_year,Geographic Segment,Other,2/1/16,currency,801000000
665,Kingfisher,fiscal_year,Geographic Segment,France,2/1/16,currency,4254000000
666,Kingfisher,fiscal_year,Geographic Segment,Poland,2/1/16,currency,1191000000
667,Kingfisher,fiscal_year,Geographic Segment,UK & Ireland,2/1/17,currency,5003000000
668,Kingfisher,fiscal_year,Geographic Segment,Other,2/1/17,currency,881000000
669,Kingfisher,fiscal_year,Geographic Segment,France,2/1/17,currency,4387000000
670,Kingfisher,fiscal_year,Geographic Segment,Poland,2/1/17,currency,1384000000
671,Kingfisher,fiscal_year,Geographic Segment,Poland,2/1/18,currency,1431000000
672,Kingfisher,fiscal_year,Geographic Segment,France,2/1/18,currency,4272000000
673,Kingfisher,fiscal_year,Geographic Segment,Other,2/1/18,currency,921000000
674,Kingfisher,fiscal_year,Geographic Segment,UK & Ireland,2/1/18,currency,5061000000
675,Essendant,fiscal_year,Business Segment,"Janitorial, foodservice and breakroom supplies (JanSan)",1/1/15,currency,1457993000
676,Essendant,fiscal_year,Business Segment,Technology products,1/1/15,currency,1363146000
677,Essendant,fiscal_year,Business Segment,Traditional office products,1/1/15,currency,860024000
678,Essendant,fiscal_year,Business Segment,Industrial supplies,1/1/15,currency,586580000
679,Essendant,fiscal_year,Business Segment,Cut sheet paper,1/1/15,currency,343604000
680,Essendant,fiscal_year,Business Segment,Automotive,1/1/15,currency,279966000
681,Essendant,fiscal_year,Business Segment,Office furniture,1/1/15,currency,318870000
682,Essendant,fiscal_year,Business Segment,Freight and other,1/1/15,currency,152863000
683,Essendant,fiscal_year,Business Segment,"Janitorial, foodservice and breakroom supplies (JanSan)",1/1/14,currency,1443242000
684,Essendant,fiscal_year,Business Segment,Technology products,1/1/14,currency,1447661000
685,Essendant,fiscal_year,Business Segment,Traditional office products,1/1/14,currency,861649000
686,Essendant,fiscal_year,Business Segment,Industrial supplies,1/1/14,currency,601937000
687,Essendant,fiscal_year,Business Segment,Cut sheet paper,1/1/14,currency,465400000
688,Essendant,fiscal_year,Business Segment,Automotive,1/1/14,currency,33709000
689,Essendant,fiscal_year,Business Segment,Office furniture,1/1/14,currency,312203000
690,Essendant,fiscal_year,Business Segment,Freight and other,1/1/14,currency,161404000
691,Essendant,fiscal_year,Business Segment,"Janitorial, foodservice and breakroom supplies (JanSan)",1/1/16,currency,1435476000
692,Essendant,fiscal_year,Business Segment,Technology products,1/1/16,currency,1347652000
693,Essendant,fiscal_year,Business Segment,Traditional office products,1/1/16,currency,860324000
694,Essendant,fiscal_year,Business Segment,Industrial supplies,1/1/16,currency,560682000
695,Essendant,fiscal_year,Business Segment,Cut sheet paper,1/1/16,currency,394650000
696,Essendant,fiscal_year,Business Segment,Automotive,1/1/16,currency,316546000
697,Essendant,fiscal_year,Business Segment,Office furniture,1/1/16,currency,298655000
698,Essendant,fiscal_year,Business Segment,Freight and other,1/1/16,currency,155037000
699,Essendant,fiscal_year,Business Segment,"Janitorial, foodservice and breakroom supplies (JanSan)",1/1/17,currency,1324051000
700,Essendant,fiscal_year,Business Segment,Technology products,1/1/17,currency,1216103000
701,Essendant,fiscal_year,Business Segment,Traditional office products,1/1/17,currency,745719000
702,Essendant,fiscal_year,Business Segment,Industrial supplies,1/1/17,currency,589857000
703,Essendant,fiscal_year,Business Segment,Cut sheet paper,1/1/17,currency,414989000
704,Essendant,fiscal_year,Business Segment,Automotive,1/1/17,currency,324060000
705,Essendant,fiscal_year,Business Segment,Office furniture,1/1/17,currency,268484000
706,Essendant,fiscal_year,Business Segment,Freight and other,1/1/17,currency,154064000
707,Eastman Kodak Company,fiscal_year,Business Segment,Print Systems,1/1/16,currency,1018000000
708,Eastman Kodak Company,fiscal_year,Business Segment,Micro 3D Printing and Packaging,1/1/16,currency,132000000
709,Eastman Kodak Company,fiscal_year,Business Segment,Software and Solutions,1/1/16,currency,86000000
710,Eastman Kodak Company,fiscal_year,Business Segment,Consumer and Film,1/1/16,currency,216000000
711,Eastman Kodak Company,fiscal_year,Business Segment,Eastman Business Park,1/1/16,currency,15000000
712,Eastman Kodak Company,fiscal_year,Business Segment,Enterprise Inkjet Systems,1/1/16,currency,76000000
713,Eastman Kodak Company,fiscal_year,Business Segment,Print Systems,1/1/15,currency,1106000000
714,Eastman Kodak Company,fiscal_year,Business Segment,Micro 3D Printing and Packaging,1/1/15,currency,128000000
715,Eastman Kodak Company,fiscal_year,Business Segment,Software and Solutions,1/1/15,currency,112000000
716,Eastman Kodak Company,fiscal_year,Business Segment,Consumer and Film,1/1/15,currency,265000000
717,Eastman Kodak Company,fiscal_year,Business Segment,Eastman Business Park,1/1/15,currency,13000000
718,Eastman Kodak Company,fiscal_year,Business Segment,Enterprise Inkjet Systems,1/1/15,currency,84000000
719,Eastman Kodak Company,fiscal_year,Business Segment,Intellectual Property Solutions,1/1/15,currency,1000000
720,Eastman Kodak Company,fiscal_year,Business Segment,Print Systems,1/1/14,currency,1257000000
721,Eastman Kodak Company,fiscal_year,Business Segment,Micro 3D Printing and Packaging,1/1/14,currency,130000000
722,Eastman Kodak Company,fiscal_year,Business Segment,Software and Solutions,1/1/14,currency,108000000
723,Eastman Kodak Company,fiscal_year,Business Segment,Consumer and Film,1/1/14,currency,352000000
724,Eastman Kodak Company,fiscal_year,Business Segment,Eastman Business Park,1/1/14,currency,14000000
725,Eastman Kodak Company,fiscal_year,Business Segment,Enterprise Inkjet Systems,1/1/14,currency,115000000
726,Eastman Kodak Company,fiscal_year,Business Segment,Intellectual Property Solutions,1/1/14,currency,70000000
727,Eastman Kodak Company,fiscal_year,Business Segment,Print Systems,1/1/17,currency,942000000
728,Eastman Kodak Company,fiscal_year,Business Segment,Software and Solutions,1/1/17,currency,85000000
729,Eastman Kodak Company,fiscal_year,Business Segment,Consumer and Film,1/1/17,currency,198000000
730,Eastman Kodak Company,fiscal_year,Business Segment,Eastman Business Park,1/1/17,currency,16000000
731,Eastman Kodak Company,fiscal_year,Business Segment,Enterprise Inkjet Systems,1/1/17,currency,144000000
732,Eastman Kodak Company,fiscal_year,Business Segment,Flexographic Packaging,1/1/17,currency,145000000
733,Eastman Kodak Company,fiscal_year,Business Segment,Advanced Materials and 3D Printing Technology,1/1/17,currency,1000000
734,Bosch,fiscal_year,Geographic Segment,Other Regions,1/1/16,currency,962000000
735,Bosch,fiscal_year,Geographic Segment,Asia,1/1/16,currency,19834000000
736,Bosch,fiscal_year,Geographic Segment,Americas,1/1/16,currency,13705000000
737,Bosch,fiscal_year,Geographic Segment,Europe,1/1/16,currency,38628000000
738,Bosch,fiscal_year,Business Segment,All Other Segments,1/1/16,currency,125000000
739,Bosch,fiscal_year,Business Segment,Industrial Technology,1/1/16,currency,6257000000
740,Bosch,fiscal_year,Business Segment,Mobility Solutions,1/1/16,currency,43936000000
741,Bosch,fiscal_year,Business Segment,Consumer Goods,1/1/16,currency,17588000000
742,Bosch,fiscal_year,Business Segment,Energy and Building Technology,1/1/16,currency,5223000000
743,Bosch,fiscal_year,Geographic Segment,Other Regions,1/1/15,currency,984000000
744,Bosch,fiscal_year,Geographic Segment,Asia,1/1/15,currency,18225000000
745,Bosch,fiscal_year,Geographic Segment,Americas,1/1/15,currency,14052000000
746,Bosch,fiscal_year,Geographic Segment,Europe,1/1/15,currency,37346000000
747,Bosch,fiscal_year,Business Segment,All Other Segments,1/1/15,currency,73000000
748,Bosch,fiscal_year,Business Segment,Industrial Technology,1/1/15,currency,6603000000
749,Bosch,fiscal_year,Business Segment,Mobility Solutions,1/1/15,currency,41657000000
750,Bosch,fiscal_year,Business Segment,Consumer Goods,1/1/15,currency,17140000000
751,Bosch,fiscal_year,Business Segment,Energy and Building Technology,1/1/15,currency,5134000000
752,Bosch,fiscal_year,Geographic Segment,Other Regions,1/1/14,currency,667000000
753,Bosch,fiscal_year,Geographic Segment,Asia,1/1/14,currency,12308000000
754,Bosch,fiscal_year,Geographic Segment,Americas,1/1/14,currency,9939000000
755,Bosch,fiscal_year,Geographic Segment,Europe,1/1/14,currency,26057000000
756,Bosch,fiscal_year,Business Segment,All Other Segments,1/1/14,currency,138000000
757,Bosch,fiscal_year,Business Segment,Energy and Building Technology,1/1/14,currency,4627000000
758,Bosch,fiscal_year,Business Segment,Consumer Goods,1/1/14,currency,4179000000
759,Bosch,fiscal_year,Business Segment,Mobility Solutions,1/1/14,currency,33318000000
760,Bosch,fiscal_year,Business Segment,Industrial Technology,1/1/14,currency,6709000000
761,Bosch,fiscal_year,Geographic Segment,Other Regions,1/1/17,currency,976000000
762,Bosch,fiscal_year,Geographic Segment,Asia,1/1/17,currency,22631000000
763,Bosch,fiscal_year,Geographic Segment,Americas,1/1/17,currency,13677000000
764,Bosch,fiscal_year,Geographic Segment,Europe,1/1/17,currency,40782000000
765,Bosch,fiscal_year,Business Segment,All Other Segments,1/1/17,currency,114000000
766,Bosch,fiscal_year,Business Segment,Energy and Building Technology,1/1/17,currency,5438000000
767,Bosch,fiscal_year,Business Segment,Consumer Goods,1/1/17,currency,18388000000
768,Bosch,fiscal_year,Business Segment,Mobility Solutions,1/1/17,currency,47384000000
769,Bosch,fiscal_year,Business Segment,Industrial Technology,1/1/17,currency,6742000000
770,Bosch,fiscal_year,Geographic Segment,Other Regions,1/1/18,currency,1077000000
771,Bosch,fiscal_year,Geographic Segment,Asia,1/1/18,currency,22266000000
772,Bosch,fiscal_year,Geographic Segment,Americas,1/1/18,currency,13710000000
773,Bosch,fiscal_year,Geographic Segment,Europe,1/1/18,currency,41412000000
774,Bosch,fiscal_year,Business Segment,All Other Segments,1/1/18,currency,74000000
775,Bosch,fiscal_year,Business Segment,Energy and Building Technology,1/1/18,currency,5569000000
776,Bosch,fiscal_year,Business Segment,Consumer Goods,1/1/18,currency,17812000000
777,Bosch,fiscal_year,Business Segment,Mobility Solutions,1/1/18,currency,47567000000
778,Bosch,fiscal_year,Business Segment,Industrial Technology,1/1/18,currency,7443000000
779,Arcadia,fiscal_year,Geographic Segment,UK,9/1/14,currency,1862091000
780,Arcadia,fiscal_year,Geographic Segment,Europe,9/1/14,currency,103942000
781,Arcadia,fiscal_year,Geographic Segment,USA,9/1/14,currency,78139000
782,Arcadia,fiscal_year,Geographic Segment,Rest of the world,9/1/14,currency,25095000
783,Arcadia,fiscal_year,Geographic Segment,UK,9/1/15,currency,1717798000
784,Arcadia,fiscal_year,Geographic Segment,Europe,9/1/15,currency,123982000
785,Arcadia,fiscal_year,Geographic Segment,USA,9/1/15,currency,109468000
786,Arcadia,fiscal_year,Geographic Segment,Rest of the world,9/1/15,currency,58540000
787,Arcadia,fiscal_year,Geographic Segment,UK,9/1/16,currency,1662901000
788,Arcadia,fiscal_year,Geographic Segment,Europe,9/1/16,currency,87504000
789,Arcadia,fiscal_year,Geographic Segment,USA,9/1/16,currency,112107000
790,Arcadia,fiscal_year,Geographic Segment,Rest of the world,9/1/16,currency,42935000
791,Whirlpool,fiscal_year,Business Segment,North America,1/1/16,currency,11147000000
792,Whirlpool,fiscal_year,Business Segment,EMEA,1/1/16,currency,5148000000
793,Whirlpool,fiscal_year,Business Segment,Latin America,1/1/16,currency,3191000000
794,Whirlpool,fiscal_year,Business Segment,Asia,1/1/16,currency,1424000000
795,Whirlpool,fiscal_year,Geographic Segment,United States,1/1/16,currency,9901000000
796,Whirlpool,fiscal_year,Geographic Segment,Brazil,1/1/16,currency,1895000000
797,Whirlpool,fiscal_year,Geographic Segment,China,1/1/16,currency,945000000
798,Whirlpool,fiscal_year,Geographic Segment,All Other Countries,1/1/16,currency,7977000000
799,Whirlpool,fiscal_year,Business Segment,North America,1/1/15,currency,10732000000
800,Whirlpool,fiscal_year,Business Segment,EMEA,1/1/15,currency,5601000000
801,Whirlpool,fiscal_year,Business Segment,Latin America,1/1/15,currency,3349000000
802,Whirlpool,fiscal_year,Business Segment,Asia,1/1/15,currency,1417000000
803,Whirlpool,fiscal_year,Geographic Segment,United States,1/1/15,currency,9189000000
804,Whirlpool,fiscal_year,Geographic Segment,Brazil,1/1/15,currency,1915000000
805,Whirlpool,fiscal_year,Geographic Segment,China,1/1/15,currency,1003000000
806,Whirlpool,fiscal_year,Geographic Segment,All Other Countries,1/1/15,currency,8784000000
807,Whirlpool,fiscal_year,Business Segment,North America,1/1/17,currency,11663000000
808,Whirlpool,fiscal_year,Business Segment,EMEA,1/1/17,currency,4881000000
809,Whirlpool,fiscal_year,Business Segment,Latin America,1/1/17,currency,3420000000
810,Whirlpool,fiscal_year,Business Segment,Asia,1/1/17,currency,1467000000
811,Whirlpool,fiscal_year,Geographic Segment,United States,1/1/17,currency,10378000000
812,Whirlpool,fiscal_year,Geographic Segment,Brazil,1/1/17,currency,2079000000
813,Whirlpool,fiscal_year,Geographic Segment,China,1/1/17,currency,824000000
814,Whirlpool,fiscal_year,Geographic Segment,All Other Countries,1/1/17,currency,7972000000
815,Whirlpool,fiscal_year,Business Segment,North America,1/1/18,currency,11374000000
816,Whirlpool,fiscal_year,Business Segment,EMEA,1/1/18,currency,4536000000
817,Whirlpool,fiscal_year,Business Segment,Latin America,1/1/18,currency,3618000000
818,Whirlpool,fiscal_year,Business Segment,Asia,1/1/18,currency,1587000000
819,Whirlpool,fiscal_year,Geographic Segment,United States,1/1/18,currency,10642000000
820,Whirlpool,fiscal_year,Geographic Segment,China,1/1/18,currency,851000000
821,Whirlpool,fiscal_year,Geographic Segment,All Other Countries,1/1/18,currency,9544000000
822,Murphy USA,fiscal_year,Business Segment,Marketing,1/1/14,currency,16985903000
823,Murphy USA,fiscal_year,Business Segment,Corporate and Other Assets,1/1/14,currency,111000
824,Murphy USA,fiscal_year,Business Segment,Marketing,1/1/15,currency,12699125000
825,Murphy USA,fiscal_year,Business Segment,Corporate and Other Assets,1/1/15,currency,286000
826,Murphy USA,fiscal_year,Business Segment,Corporate and Other Assets,1/1/16,currency,242000
827,Murphy USA,fiscal_year,Business Segment,Marketing,1/1/16,currency,11594311000
828,Walgreens Boots Alliance,fiscal_year,Geographic Segment,United Kingdom,9/1/15,currency,14081000000
829,Walgreens Boots Alliance,fiscal_year,Geographic Segment,Other,9/1/15,currency,2675000000
830,Walgreens Boots Alliance,fiscal_year,Geographic Segment,United States of America,9/1/15,currency,83802000000
831,Walgreens Boots Alliance,fiscal_year,Geographic Segment,Europe,9/1/15,currency,16793000000
832,Walgreens Boots Alliance,fiscal_year,Business Segment,Retail Pharmacy USA,9/1/15,currency,83802000000
833,Walgreens Boots Alliance,fiscal_year,Business Segment,Retail Pharmacy International,9/1/15,currency,13256000000
834,Walgreens Boots Alliance,fiscal_year,Business Segment,Pharmaceutical Wholesale,9/1/15,currency,20293000000
835,Walgreens Boots Alliance,fiscal_year,Business Segment,Retail Pharmacy USA,9/1/16,currency,87302000000
836,Walgreens Boots Alliance,fiscal_year,Business Segment,Retail Pharmacy International,9/1/16,currency,11813000000
837,Walgreens Boots Alliance,fiscal_year,Geographic Segment,United Kingdom,9/1/16,currency,12552000000
838,Walgreens Boots Alliance,fiscal_year,Geographic Segment,Other,9/1/16,currency,2136000000
839,Walgreens Boots Alliance,fiscal_year,Geographic Segment,United States of America,9/1/16,currency,87302000000
840,Walgreens Boots Alliance,fiscal_year,Geographic Segment,Europe,9/1/16,currency,16224000000
841,Walgreens Boots Alliance,fiscal_year,Business Segment,Pharmaceutical Wholesale,9/1/16,currency,19099000000
842,Walgreens Boots Alliance,fiscal_year,Geographic Segment,United Kingdom,9/1/17,currency,1329700000
843,Walgreens Boots Alliance,fiscal_year,Geographic Segment,Other,9/1/17,currency,2254000000
844,Walgreens Boots Alliance,fiscal_year,Geographic Segment,United States of America,9/1/17,currency,98392000000
845,Walgreens Boots Alliance,fiscal_year,Geographic Segment,Europe,9/1/17,currency,17594000000
846,Walgreens Boots Alliance,fiscal_year,Business Segment,Retail Pharmacy USA,9/1/17,currency,98392000000
847,Walgreens Boots Alliance,fiscal_year,Business Segment,Retail Pharmacy International,9/1/17,currency,12281000000
848,Walgreens Boots Alliance,fiscal_year,Business Segment,Pharmaceutical Wholesale,9/1/17,currency,20864000000
849,RPM International,fiscal_year,Business Segment,Consumer,6/1/15,currency,1637438000
850,RPM International,fiscal_year,Business Segment,Specialty,6/1/15,currency,684564000
851,RPM International,fiscal_year,Business Segment,Industrial,6/1/15,currency,2491647000
852,RPM International,fiscal_year,Business Segment,Consumer,6/1/17,currency,1754339000
853,RPM International,fiscal_year,Business Segment,Specialty,6/1/17,currency,752549000
854,RPM International,fiscal_year,Business Segment,Industrial,6/1/17,currency,2814755000
855,RPM International,fiscal_year,Business Segment,Consumer,6/1/16,currency,1680384000
856,RPM International,fiscal_year,Business Segment,Specialty,6/1/16,currency,713589000
857,RPM International,fiscal_year,Business Segment,Industrial,6/1/16,currency,2564202000
858,Kimberly-Clark,fiscal_year,Business Segment,Personal Care,1/1/14,currency,9635000000
859,Kimberly-Clark,fiscal_year,Business Segment,Consumer Tissue,1/1/14,currency,6645000000
860,Kimberly-Clark,fiscal_year,Business Segment,K-C Professional,1/1/14,currency,3388000000
861,Kimberly-Clark,fiscal_year,Business Segment,Personal Care,1/1/15,currency,9204000000
862,Kimberly-Clark,fiscal_year,Business Segment,Consumer Tissue,1/1/15,currency,6121000000
863,Kimberly-Clark,fiscal_year,Business Segment,K-C Professional,1/1/15,currency,3219000000
864,Kimberly-Clark,fiscal_year,Business Segment,Personal Care,1/1/16,currency,9046000000
865,Kimberly-Clark,fiscal_year,Business Segment,Consumer Tissue,1/1/16,currency,5967000000
866,Kimberly-Clark,fiscal_year,Business Segment,K-C Professional,1/1/16,currency,3150000000
867,Kimberly-Clark,fiscal_year,Business Segment,Personal Care,1/1/17,currency,9078000000
868,Kimberly-Clark,fiscal_year,Business Segment,Consumer Tissue,1/1/17,currency,5932000000
869,Kimberly-Clark,fiscal_year,Business Segment,K-C Professional,1/1/17,currency,3208000000
870,Kimberly-Clark,fiscal_year,Geographic Segment,Outside North America,1/1/17,currency,9186000000
871,Kimberly-Clark,fiscal_year,Business Segment,Corporate & Other,1/1/17,currency,41000000
872,Kimberly-Clark,fiscal_year,Geographic Segment,North America,1/1/17,currency,9390000000
873,Herman Miller,fiscal_year,Business Segment,North American Furniture Solutions,6/1/14,currency,1241900000
874,Herman Miller,fiscal_year,Business Segment,ELA Furniture Solutions,6/1/14,currency,409900000
875,Herman Miller,fiscal_year,Business Segment,Specialty,6/1/14,currency,219900000
876,Herman Miller,fiscal_year,Business Segment,Consumer,6/1/14,currency,270500000
877,Herman Miller,fiscal_year,Geographic Segment,United States,6/1/15,currency,1757000000
878,Herman Miller,fiscal_year,Geographic Segment,International,6/1/15,currency,507900000
879,Herman Miller,fiscal_year,Business Segment,ELA Furniture Solutions,6/1/15,currency,412600000
880,Herman Miller,fiscal_year,Business Segment,Consumer,6/1/15,currency,288700000
881,Herman Miller,fiscal_year,Business Segment,North American Furniture Solutions,6/1/15,currency,1269400000
882,Herman Miller,fiscal_year,Business Segment,Specialty,6/1/15,currency,294200000
883,Herman Miller,fiscal_year,Geographic Segment,United States,7/1/16,currency,1690100000
884,Herman Miller,fiscal_year,Geographic Segment,International,7/1/16,currency,588100000
885,Herman Miller,fiscal_year,Business Segment,ELA Furniture Solutions,7/1/16,currency,385500000
886,Herman Miller,fiscal_year,Business Segment,Consumer,7/1/16,currency,318100000
887,Herman Miller,fiscal_year,Business Segment,North American Furniture Solutions,7/1/16,currency,1276600000
888,Herman Miller,fiscal_year,Business Segment,Specialty,7/1/16,currency,298000000
889,Herman Miller,fiscal_year,Geographic Segment,United States,7/1/17,currency,1737900000
890,Herman Miller,fiscal_year,Geographic Segment,International,7/1/17,currency,643300000
891,Herman Miller,fiscal_year,Business Segment,North American Furniture Solutions,7/1/17,currency,1284400000
892,Herman Miller,fiscal_year,Business Segment,ELA Furniture Solutions,7/1/17,currency,434500000
893,Herman Miller,fiscal_year,Business Segment,Specialty,7/1/17,currency,305400000
894,Herman Miller,fiscal_year,Business Segment,Consumer,7/1/17,currency,356900000
895,Lush,fiscal_year,Business Segment,Retail Sales,7/1/15,currency,317273000
896,Lush,fiscal_year,Business Segment,Manufacturing Sales,7/1/15,currency,45040000
897,Lush,fiscal_year,Business Segment,Internet Sales,7/1/15,currency,32634000
898,Lush,fiscal_year,Geographic Segment,Other,7/1/15,currency,42058000
899,Lush,fiscal_year,Geographic Segment,Americas,7/1/15,currency,2349000
900,Lush,fiscal_year,Geographic Segment,UK & Europe,7/1/15,currency,387820000
901,Lush,fiscal_year,Geographic Segment,Asia,7/1/15,currency,97597000
902,Lush,fiscal_year,Business Segment,Retail Sales,7/1/13,currency,230395000
903,Lush,fiscal_year,Business Segment,Manufacturing Sales,7/1/13,currency,31012000
904,Lush,fiscal_year,Business Segment,Internet Sales,7/1/13,currency,21060000
905,Lush,fiscal_year,Business Segment,Retail Sales,7/1/14,currency,264761000
906,Lush,fiscal_year,Business Segment,Manufacturing Sales,7/1/14,currency,35705000
907,Lush,fiscal_year,Business Segment,Internet Sales,7/1/14,currency,25990000
908,Lush,fiscal_year,Business Segment,Retail Sales,7/1/16,currency,400122000
909,Lush,fiscal_year,Business Segment,Manufacturing Sales,7/1/16,currency,59279000
910,Lush,fiscal_year,Business Segment,Internet Sales,7/1/16,currency,38387000
911,Lush,fiscal_year,Geographic Segment,Other,7/1/16,currency,71644000
912,Lush,fiscal_year,Geographic Segment,Americas,7/1/16,currency,4664000
913,Lush,fiscal_year,Geographic Segment,UK & Europe,7/1/16,currency,476212000
914,Lush,fiscal_year,Geographic Segment,Asia,7/1/16,currency,120578000
915,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Coffee,5/1/14,currency,2076100000
916,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Consumer Foods,5/1/14,currency,2330800000
917,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Pet Foods,5/1/14,currency,239100000
918,J.M. Smucker,fiscal_year,Business Segment,International and Foodservice,5/1/14,currency,1046700000
919,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Coffee,5/1/15,currency,2239200000
920,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Consumer Foods,5/1/15,currency,2269700000
921,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Pet Foods,5/1/15,currency,2250400000
922,J.M. Smucker,fiscal_year,Business Segment,International and Foodservice,5/1/15,currency,1051900000
923,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Coffee,5/1/16,currency,2108600000
924,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Consumer Foods,5/1/16,currency,2085400000
925,J.M. Smucker,fiscal_year,Business Segment,U.S. Retail Pet Foods,5/1/16,currency,2135900000
926,J.M. Smucker,fiscal_year,Business Segment,International and Foodservice,5/1/16,currency,1062400000
927,Mohawk Industries,fiscal_year,Business Segment,Flooring NA,1/1/17,currency,3405100000
928,Mohawk Industries,fiscal_year,Business Segment,Global Ceramic,1/1/17,currency,4010858000
929,Mohawk Industries,fiscal_year,Business Segment,Flooring ROW,1/1/17,currency,2075452000
930,Newell Brands,fiscal_year,Business Segment,Process Solutions,1/1/16,currency,275500000
931,Newell Brands,fiscal_year,Business Segment,Outdoor Solutions,1/1/16,currency,2415900000
932,Newell Brands,fiscal_year,Business Segment,Consumer Solutions,1/1/16,currency,1766300000
933,Newell Brands,fiscal_year,Business Segment,Branded Consumables,1/1/16,currency,2839200000
934,Newell Brands,fiscal_year,Business Segment,Commercial Products,1/1/16,currency,776600000
935,Newell Brands,fiscal_year,Business Segment,Tools,1/1/16,currency,760700000
936,Newell Brands,fiscal_year,Business Segment,Home Solutions,1/1/16,currency,1568400000
937,Newell Brands,fiscal_year,Business Segment,Writing,1/1/16,currency,1941900000
938,Newell Brands,fiscal_year,Business Segment,Baby and Parenting,1/1/16,currency,919500000
939,Newell Brands,fiscal_year,Geographic Segment,Asia Pacific,1/1/16,currency,722900000
940,Newell Brands,fiscal_year,Geographic Segment,Latin America,1/1/16,currency,643600000
941,Newell Brands,fiscal_year,Geographic Segment,United States,1/1/16,currency,9518400000
942,Newell Brands,fiscal_year,Geographic Segment,"Europe, Middle East and Africa",1/1/16,currency,1659000000
943,Newell Brands,fiscal_year,Geographic Segment,Canada,1/1/16,currency,720100000
944,Newell Brands,fiscal_year,Business Segment,Learn,1/1/17,currency,2773900000
945,Newell Brands,fiscal_year,Business Segment,Work,1/1/17,currency,2794800000
946,Newell Brands,fiscal_year,Business Segment,Other,1/1/17,currency,1036100000
947,Newell Brands,fiscal_year,Business Segment,Live,1/1/17,currency,5553500000
948,Newell Brands,fiscal_year,Business Segment,Play,1/1/17,currency,2583900000
949,Newell Brands,fiscal_year,Geographic Segment,Canada,1/1/17,currency,850800000
950,Newell Brands,fiscal_year,Geographic Segment,"Europe, Middle East and Africa",1/1/17,currency,1833800000
951,Newell Brands,fiscal_year,Geographic Segment,United States,1/1/17,currency,10444800000
952,Newell Brands,fiscal_year,Geographic Segment,Latin America,1/1/17,currency,771400000
953,Newell Brands,fiscal_year,Geographic Segment,Asia Pacific,1/1/17,currency,841400000
954,Newell Brands,fiscal_year,Business Segment,Other ,1/1/18,currency,3500000
